年度	省份	学校	录取批次	文/理（选科要求）	专业	录取最低分	省内排名	本一线
2022	广东	武汉大学	本科批	首选物理，再选不限	遥感科学与技术（含卓越工程师教育培养计划；含遥感科学与技术、地理国情监测、空间信息与数字技术；请色弱、色盲、肢体残疾考生慎重报考）	643	3353	437
2022	广东	武汉大学	本科批	首选物理，再选不限	建筑类（082802.城乡规划+082801.建筑学）（含卓越工程师教育培养计划）	643	3353	437
2022	广东	武汉大学	本科批	首选物理，再选不限	工科试验班（080601.电气工程及其自动化+080213.智能制造工程+081008.智能建造+080504.储能科学与工程+080202.机械设计制造及其自动化+080801.自动化+081101.水利水电工程+080501.能源与动力工程+081102.水文与水资源工程(含碳中和试验班)）（含卓越工程师教育培养计划；因用人单位可能对考生身体素质有要求，请色弱、色盲、肢体残疾者的考生慎重报考）	643	3353	437
2022	广东	武汉大学	本科批	首选物理，再选化学/生物(2选1)	公共卫生与预防医学类（100405.全球健康学(四年制)+100401.预防医学(五年制)）	634	5564	437
2022	广东	武汉大学	本科批	首选物理，再选不限	建筑学（中外合作办学）（与英国邓迪大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（中外合作办学）	631	6460	437
2022	广东	北京林业大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	林学类（梁希实验班）	607	22387	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	风景园林（梁希实验班）	605	23747	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	计算机类	604	24423	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	电子信息科学与技术	603	25107	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/生物(2选1)	水土保持与荒漠化防治（梁希实验班）	600	27168	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/生物(2选1)	生物科学（拔尖班）	600	27168	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	数学与应用数学	599	27936	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	金融学	599	27936	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	自动化	599	27936	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/生物(2选1)	生物科学类	598	28645	437
2022	广东	北京林业大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/地理(2选1)	地理信息科学	597	29391	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/地理(2选1)	自然地理与资源环境	596	30114	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	机械设计制造及其自动化	596	30114	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	应用心理学	595	30887	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	信息管理与信息系统	594	31658	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	信息管理与信息系统（管理信息方向）	593	32447	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/生物(2选1)	园艺（观赏园艺方向）	592	33230	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/生物(2选1)	水土保持与荒漠化防治	591	34041	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/生物(2选1)	生态学	591	34041	437
2022	广东	北京林业大学	本科批	首选物理，再选化学/生物(2选1)	草业科学（梁希实验班）	590	34871	437
2022	广东	北京林业大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	环境工程	589	35719	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	农林经济管理（梁希实验班）	588	36589	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	车辆工程	587	37450	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	林业工程类（梁希实验班）	587	37450	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	国际经济与贸易	586	38271	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	给排水科学与工程	584	40023	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	风景园林	584	40023	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	工商管理类	583	40917	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	城乡规划	583	40917	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	林学类	583	40917	437
2022	广东	北京林业大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	园林	582	41834	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	食品科学与工程	582	41834	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	林业工程类	581	42697	437
2022	广东	北京林业大学	本科批	首选物理，再选不限	土木工程	581	42697	437
2022	广东	湖南大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	湖南大学	本科批	首选物理，再选不限	精算学	623	9363	437
2022	广东	湖南大学	本科批	首选物理，再选不限	计算机科学与技术（含数据科学与大数据技术专业）	622	9755	437
2022	广东	湖南大学	本科批	首选物理，再选不限	理科试验班（070102.信息与计算科学+070101.数学与应用数学）	621	10208	437
2022	广东	湖南大学	本科批	首选物理，再选不限	计算机科学与技术（智能班）（含智能科学与技术、物联网工程专业）	619	11055	437
2022	广东	湖南大学	本科批	首选物理，再选不限	电气工程及其自动化	619	11055	437
2022	广东	湖南大学	本科批	首选物理，再选不限	软件工程（含数字媒体技术专业）	619	11055	437
2022	广东	湖南大学	本科批	首选物理，再选不限	数学类（070101.数学与应用数学+070102.信息与计算科学）	619	11055	437
2022	广东	湖南大学	本科批	首选物理，再选不限	信息安全（含信息安全（保密技术）专业）	618	11488	437
2022	广东	湖南大学	本科批	首选物理，再选不限	人工智能	618	11488	437
2022	广东	湖南大学	本科批	首选物理，再选不限	能源与动力工程	618	11488	437
2022	广东	湖南大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	湖南大学	本科批	首选物理，再选不限	机器人工程	617	11972	437
2022	广东	湖南大学	本科批	首选物理，再选不限	电子信息工程	617	11972	437
2022	广东	湖南大学	本科批	首选物理，再选不限	应用物理学	616	12453	437
2022	广东	湖南大学	本科批	首选物理，再选不限	金融学（含金融学（金融工程）专业）	616	12453	437
2022	广东	湖南大学	本科批	首选物理，再选不限	法学	616	12453	437
2022	广东	湖南大学	本科批	首选物理，再选不限	自动化	616	12453	437
2022	广东	湖南大学	本科批	首选物理，再选不限	电子科学与技术	616	12453	437
2022	广东	湖南大学	本科批	首选物理，再选不限	化学工程与工艺	616	12453	437
2022	广东	湖南大学	本科批	首选物理，再选不限	通信工程	615	12968	437
2022	广东	湖南大学	本科批	首选物理，再选不限	工业设计	615	12968	437
2022	广东	湖南大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	湖南大学	本科批	首选物理，再选不限	经济学类（020101.经济学+020201.财政学）	615	12968	437
2022	广东	湖南大学	本科批	首选物理，再选不限	智能制造工程	615	12968	437
2022	广东	湖南大学	本科批	首选物理，再选不限	通信工程	615	12968	437
2022	广东	湖南大学	本科批	首选物理，再选不限	工业设计	615	12968	437
2022	广东	湖南大学	本科批	首选物理，再选不限	统计学类（071201.统计学+020102.经济统计学）	615	12968	437
2022	广东	湖南大学	本科批	首选物理，再选不限	工程力学（力学实验班）	614	13481	437
2022	广东	湖南大学	本科批	首选物理，再选不限	电子商务（含信息管理与信息系统专业）	614	13481	437
2022	广东	湖南大学	本科批	首选物理，再选不限	工商管理（含市场营销、财务管理（金融工程）专业）	614	13481	437
2022	广东	湖南大学	本科批	首选物理，再选不限	储能科学与工程	614	13481	437
2022	广东	湖南大学	本科批	首选物理，再选不限	保险学（风险管理实验班）	614	13481	437
2022	广东	湖南大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	湖南大学	本科批	首选物理，再选不限	城乡规划	614	13481	437
2022	广东	湖南大学	本科批	首选物理，再选不限	智能车辆工程	614	13481	437
2022	广东	湖南大学	本科批	首选物理，再选不限	行政管理	614	13481	437
2022	广东	湖南大学	本科批	首选物理，再选不限	建筑学	613	14015	437
